country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-03,15,51,-4,3,-5,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-04,17,51,0,3,-10,6
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-05,10,41,-4,1,-2,2
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-06,12,43,-9,3,-3,3
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-07,16,47,2,7,-4,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-08,14,43,0,4,-5,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-09,13,45,0,4,-5,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-10,14,46,0,5,-4,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-11,16,43,3,5,-5,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-12,14,45,5,6,2,2
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-13,14,43,-2,7,-1,3
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-14,18,47,9,12,-4,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-15,15,45,6,10,-4,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-16,15,46,5,9,-4,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-17,16,46,5,8,-3,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-18,16,45,6,8,-4,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-19,11,44,7,6,4,2
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-20,13,43,-1,7,1,3
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-21,17,48,10,10,-2,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-22,14,45,7,7,-3,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-23,14,45,4,5,-3,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-24,15,46,5,5,-2,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-25,20,50,7,9,-3,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-26,18,51,7,16,6,1
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-27,19,50,1,11,3,2
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-28,23,55,12,13,-2,3
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-29,20,50,8,10,-3,3
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-11-30,27,59,12,14,-3,2
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-01,41,78,51,2,-52,13
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-02,30,60,64,3,-62,16
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-03,12,43,16,8,2,1
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-04,13,44,-1,8,1,3
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-05,21,54,10,14,-2,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-06,17,50,7,9,-2,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-07,17,52,5,9,-1,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-08,20,53,7,9,1,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-09,17,48,8,8,0,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-10,11,47,8,8,12,2
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-11,15,46,3,9,6,2
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-12,23,55,17,13,-3,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-13,20,51,14,10,-4,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-14,19,52,11,9,-3,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-15,22,54,12,10,-3,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-16,21,51,13,9,-4,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-17,14,47,16,9,13,2
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-18,16,44,6,9,7,2
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-19,25,54,19,11,-4,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-20,22,51,16,8,-5,6
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-21,21,53,14,7,-5,6
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-22,23,56,16,8,-6,6
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-23,20,56,14,6,-6,7
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-24,12,51,10,6,15,2
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-25,16,41,13,5,-2,3
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-26,27,55,24,8,-9,7
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-27,23,51,23,5,-9,7
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-28,23,54,21,5,-9,7
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-29,25,58,21,5,-9,7
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-30,23,60,18,4,-10,8
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2021-12-31,12,52,15,10,16,3
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-01,11,36,-2,-2,-45,12
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-02,26,69,19,-5,-41,17
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-03,13,51,0,4,-5,9
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-04,13,53,2,3,-6,9
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-05,12,51,-2,0,-6,10
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-06,3,40,-5,-5,-7,13
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-07,0,37,-17,8,146,-2
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-08,12,49,5,1,-3,7
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-09,20,67,20,-11,-49,20
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-10,8,46,-5,1,-6,10
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-11,7,48,-4,-2,-7,10
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-12,8,48,-4,-3,-6,10
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-13,0,39,-9,-8,-6,13
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-14,0,35,-15,8,159,-4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-15,13,47,7,2,-1,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-16,17,60,9,-14,-51,20
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-17,9,45,-1,0,-2,8
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-18,8,46,-1,-2,-2,8
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-19,12,47,3,-1,0,8
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-20,3,36,-1,-5,0,11
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-21,1,30,-24,8,178,-4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-22,18,49,14,3,3,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-23,26,67,29,-9,-50,18
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-24,13,44,3,4,4,7
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-25,14,49,5,4,3,7
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-26,16,51,3,5,3,7
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-27,7,40,-4,-1,4,9
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-28,9,41,-9,17,193,-7
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-29,24,57,18,9,7,3
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-30,32,77,35,-5,-49,17
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-01-31,16,54,4,7,6,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-01,17,57,4,7,5,6
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-02,18,58,3,8,6,6
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-03,9,45,-3,2,7,8
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-04,10,43,-7,21,199,-8
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-05,25,58,23,12,6,3
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-06,32,78,40,-3,-51,17
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-07,16,52,5,10,7,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-08,17,54,7,8,6,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-09,18,54,7,8,7,6
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-10,10,43,2,4,6,8
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-11,12,42,-2,25,200,-8
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-12,28,57,29,18,6,2
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-13,38,79,50,3,-51,17
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-14,29,57,21,19,7,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-15,22,54,19,16,6,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-16,23,55,18,16,6,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-17,12,43,10,10,7,8
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-18,13,40,1,29,202,-8
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-19,26,54,35,20,9,2
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-20,33,74,53,3,-50,17
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-21,18,48,13,16,10,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-22,18,50,18,15,10,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-23,19,49,16,14,10,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-24,10,37,8,9,11,7
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-25,13,38,1,32,212,-9
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-26,29,55,34,24,10,2
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-27,36,76,51,8,-49,16
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-02-28,22,55,16,21,11,3
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-01,22,58,19,23,10,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-02,23,58,16,22,11,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-03,13,43,14,16,10,6
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-04,16,40,5,39,213,-9
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-05,31,54,44,31,9,1
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-06,38,74,61,14,-51,16
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-07,21,49,20,23,11,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-08,21,49,20,23,11,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-09,20,48,22,21,12,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-10,10,35,17,16,12,7
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-11,13,34,7,41,214,-8
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-12,28,48,45,35,9,2
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-13,36,69,64,18,-50,17
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-14,19,43,25,25,12,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-15,20,46,25,25,12,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-16,21,46,22,24,12,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-17,10,33,18,17,12,7
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-18,10,31,19,43,213,-8
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-19,26,47,48,36,10,2
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-20,33,64,82,20,-50,16
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-21,19,42,28,26,12,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-22,18,42,28,26,12,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-23,19,43,28,24,12,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-24,10,32,29,21,12,7
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-25,13,32,12,46,214,-8
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-26,29,47,45,40,11,1
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-27,39,65,78,27,-50,15
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-28,23,44,34,33,9,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-29,23,46,35,31,8,5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-30,24,47,31,31,9,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-03-31,13,37,34,29,9,6
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-01,12,47,-7,41,208,-9
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-02,6,55,-6,14,9,8
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-03,12,67,8,-3,-52,22
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-04,5,46,1,12,9,11
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-05,5,47,1,10,8,11
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-06,6,47,-1,9,7,12
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-07,-3,34,-6,2,7,14
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-08,-2,34,-17,25,203,-3
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-09,10,47,2,16,9,7
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-10,15,64,15,0,-51,22
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-11,7,45,4,14,12,10
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-12,7,47,5,11,11,11
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-13,9,48,2,11,11,11
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-14,1,37,-3,6,11,13
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-15,1,33,-15,27,200,-3
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-16,14,47,5,17,10,7
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-17,19,62,17,0,-52,21
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-18,8,43,7,11,12,10
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-19,7,44,5,10,12,11
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-20,7,45,3,9,12,11
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-21,-2,32,-4,3,13,14
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-22,0,30,-16,25,214,-3
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-23,12,43,4,15,11,7
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-24,17,58,13,-3,-50,22
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-25,8,41,1,13,13,10
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-26,9,45,0,14,12,10
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-27,11,46,-3,14,12,10
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-28,4,38,-9,10,11,12
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-29,6,40,-21,37,212,-5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-04-30,19,56,0,25,-2,7
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-05-01,37,86,29,14,-56,19
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-05-02,45,63,105,24,-65,16
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-05-03,43,58,86,14,-60,17
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-05-04,30,50,39,2,-45,17
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-05-05,11,29,5,3,-3,11
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-05-06,6,25,-14,23,182,-5
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-05-07,18,38,3,18,11,4
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-05-08,20,58,17,2,-51,20
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-05-09,10,37,2,18,12,6
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-05-10,12,40,3,18,11,6
AE,United Arab Emirates,Dubai,,,AE-DU,,ChIJRcbZaklDXz4R6SkAK7_QznQ,2022-05-11,13,41,2,16,12,6
